Old Lviv Restaurant, OPERATIONAL, 2228 West Chicago Avenue, Chicago, 1, 4.6, No ratings 41.8959303, -87.683171
Phlavz Bar & Grille, OPERATIONAL, 717 West Maxwell Street, Chicago, 2, 3.7, No ratings 41.8645752, -87.6457957
Crisp & Cool Cafe, OPERATIONAL, 1450 South Michigan Avenue, Chicago, 2, 4.6, No ratings 41.8625744, -87.6244407
Fatso's Last Stand, OPERATIONAL, 2258 West Chicago Avenue, Chicago, 1, 4.3, No ratings 41.8959556, -87.6842456
Las Fuentes, OPERATIONAL, 2558 North Halsted Street, Chicago, 2, 4, No ratings 41.92895830000001, -87.64914619999999
Dollop Diner, OPERATIONAL, 5060 North Clark Street, Chicago, 2, 4.4, No ratings 41.9742403, -87.6683525
More Than Dawgs, OPERATIONAL, West 34th Street &, South Shields Avenue, Chicago, Price information not available, 5, No ratings 41.83283300000001, -87.63511679999999
Odge's, OPERATIONAL, 730 North Damen Avenue, Chicago, 1, 4.6, No ratings 41.89501689999999, -87.67719919999999
Flaco's Tacos, OPERATIONAL, 725 South Dearborn Street, Chicago, 1, 4.1, No ratings 41.8727352, -87.6289697
Midwest Restaurant Equipment & Graphic Studio, OPERATIONAL, 345 West 25th Place, Chicago, Price information not available, No rating, No ratings 41.8461765, -87.63630660000001
Hong Kong Delight, OPERATIONAL, 327 East 35th Street, Chicago, 2, 2.4, No ratings 41.8309696, -87.6179908
Strings Ramen Shop Hyde Park, OPERATIONAL, 1453 East 53rd Street, Chicago, 1, 4.6, No ratings 41.799263, -87.5897226
Sai Café, OPERATIONAL, 1114 West Armitage Avenue, Chicago, 2, 4.7, No ratings 41.9182341, -87.6561199
Saigon Sisters, OPERATIONAL, 567 West Lake Street, Chicago, 2, 4.7, No ratings 41.88557029999999, -87.6421656
Jamaican Jerk King, OPERATIONAL, 206 East 35th Street, Chicago, 2, 3.6, No ratings 41.83120859999999, -87.62146279999999
Virtue Restaurant, OPERATIONAL, 1462 East 53rd Street, Chicago, 3, 4.6, No ratings 41.7996669, -87.58925149999999
Starbucks, OPERATIONAL, 1900 West Montrose Avenue, Chicago, 2, 4.4, No ratings 41.961619, -87.676169
Beat Kitchen Cantina at Navy Pier, OPERATIONAL, 600 East Grand Avenue SA-10, Chicago, Price information not available, 3.6, No ratings 41.8913422, -87.60708869999999
Farmer's Fridge, OPERATIONAL, Located in the 2nd floor cafe, 500 East 51st Street, Chicago, Price information not available, No rating, No ratings 41.802328, -87.613788
Jorge Taco y Burrito House, OPERATIONAL, 1548 West Fullerton Avenue, Chicago, 1, 4.2, No ratings 41.9253552, -87.66762
T J's Family Restaurant, OPERATIONAL, 1928 West Cermak Road, Chicago, 2, 3.8, No ratings 41.8523547, -87.6745672
Rosati’s Pizza, OPERATIONAL, 4863 North Broadway, Chicago, 2, 4.2, No ratings 41.97066470000001, -87.65881999999999
Au Cheval, OPERATIONAL, 800 West Randolph Street, Chicago, 2, 4.6, No ratings 41.8846303, -87.64758719999999
Verzênay Chicago, OPERATIONAL, 2507 North Lincoln Avenue, Chicago, 2, 4.7, No ratings 41.9275031, -87.6513499
Umai, OPERATIONAL, 730 South Clark Street, Chicago, 2, 4.5, No ratings 41.872495, -87.63078
Martin's Corner, OPERATIONAL, 2058 West 22nd Place, Chicago, 1, 4.5, No ratings 41.85132599999999, -87.6780777
Taco Pros - Mexican Cocina (River West), OPERATIONAL, 833 West Chicago Avenue FL 1, Chicago, 1, 4.5, No ratings 41.8961719, -87.6490812
Starbucks, OPERATIONAL, 3640 North Western Avenue, Chicago, 2, 4.1, No ratings 41.9479421, -87.6886596
Dunkin', OPERATIONAL, 500 West Roosevelt Road Suite 7, Chicago, 1, 3.8, No ratings 41.867721, -87.63948359999999
Dunkin', OPERATIONAL, 200 East Ohio Street Ste 1, Chicago, 1, 3.9, No ratings 41.8927888, -87.6223984
Shore Club Chicago, CLOSED_TEMPORARILY, 1603 North Jean Baptiste Pointe du Sable Lake Shore Drive, Chicago, 3, 4.3, No ratings 41.9148939, -87.6264129
Chick-fil-A, OPERATIONAL, 30 East Chicago Avenue, Chicago, 1, 4.3, No ratings 41.89698509999999, -87.6270866
Brandi Pizza & Wings, CLOSED_TEMPORARILY, 3170 South Ashland Avenue, Chicago, 1, 3.9, No ratings 41.83581600000001, -87.666192
Farmer's Fridge, OPERATIONAL, Located in the main lobby near the parking entracne, 2452 West Belmont Avenue, Chicago, Price information not available, No rating, No ratings 41.93984, -87.68966999999999
STRETCH BAR/GRILL, OPERATIONAL, 3485 North Clark Street, Chicago, 2, 4.4, No ratings 41.9457808, -87.6550894
Wingstop, OPERATIONAL, 1251 West Fullerton Avenue, Chicago, 2, 4.3, No ratings 41.92501530000001, -87.6604582
Jimmy John's, OPERATIONAL, 1148 West Wilson Avenue, Chicago, 1, 3.8, No ratings 41.96552390000001, -87.6594357
Simply Thalia, OPERATIONAL, 108 North State Street, Chicago, 1, 3.6, No ratings 41.88350700000001, -87.62825
Onions & Cilantro, OPERATIONAL, 2235 North Western Avenue, Chicago, 1, 4.9, No ratings 41.9227289, -87.68725409999999
ROJO GUSANO, OPERATIONAL, 4217 North Ravenswood Avenue, Chicago, 2, 4.3, No ratings 41.9584455, -87.6736955
Subway, OPERATIONAL, 4436 North Broadway Suite H, Chicago, 1, 4, No ratings 41.9626136, -87.65588249999999
Fireside Restaurant & Lounge, OPERATIONAL, 5739 North Ravenswood Avenue, Chicago, 2, 4.4, No ratings 41.986208, -87.67447779999999
Starbucks, OPERATIONAL, 946 West Randolph Street, Chicago, 2, 4.2, No ratings 41.8845971, -87.65190799999999
KenTone's Drive-In, OPERATIONAL, 551 West 18th Street, Chicago, 1, 4.3, No ratings 41.85746559999999, -87.6409118
Pak Sweets on Devon, OPERATIONAL, 2326 West Devon Avenue, Chicago, 1, 4.2, No ratings 41.997849, -87.68854499999999
Golden Nugget Pancake House, OPERATIONAL, 1765 West Lawrence Avenue, Chicago, 1, 4.4, No ratings 41.96863529999999, -87.6738598
Smyth, OPERATIONAL, 177 North Ada Street #101, Chicago, 3, 4.6, No ratings 41.8849722, -87.6605593
Pizza Hut, OPERATIONAL, 2042 West 47th Street, Chicago, 1, 3.5, No ratings 41.80881000000001, -87.676289
Pokiology, OPERATIONAL, 4600 North Magnolia Avenue, Chicago, 1, 4.4, No ratings 41.965512, -87.661456
Two Wheel Tacos, CLOSED_TEMPORARILY, 3650 North Recreation Drive, Chicago, Price information not available, 4.2, No ratings 41.9505875, -87.6431289
Cafe Central, OPERATIONAL, 1437 West Chicago Avenue #1, Chicago, 1, 4.5, No ratings 41.896003, -87.66386609999999
Epic Burger, OPERATIONAL, 517 South State Street, Chicago, 2, 4.1, No ratings 41.87504149999999, -87.62729689999999
Burrito House, OPERATIONAL, 3547 North Lincoln Avenue, Chicago, 1, 4.4, No ratings 41.9464444, -87.6732291
Garrett Popcorn Shops, OPERATIONAL, 27 West Jackson Boulevard, Chicago, 2, 4.5, No ratings 41.8780235, -87.62891139999999
Cultivate by Forbidden Root, OPERATIONAL, 4710 North Ravenswood Avenue, Chicago, 2, 4.7, No ratings 41.96755890000001, -87.6750644
Lou Malnati's Pizzeria, OPERATIONAL, 4340 North Lincoln Avenue, Lincoln Square, 2, 4.4, No ratings 41.96067240000001, -87.6836008
HaiSous Vietnamese Kitchen, OPERATIONAL, 1800 South Carpenter Street, Chicago, 2, 4.5, No ratings 41.8578927, -87.6533712
Monteverde Restaurant & Pastificio, OPERATIONAL, 1020 West Madison Street, Chicago, 3, 4.7, No ratings 41.8818361, -87.65296939999999
Half Shell, OPERATIONAL, 676 West Diversey Parkway, Chicago, 2, 4.6, No ratings 41.932969, -87.64657079999999
Taquería Uptown, OPERATIONAL, 1144 West Bryn Mawr Avenue, Chicago, 1, 4.1, No ratings 41.9837299, -87.659849
Mas Alla del Sol, OPERATIONAL, 5848 North Broadway, Chicago, 2, 4.6, No ratings 41.9883806, -87.6604472
Food On The Run Express, OPERATIONAL, 130 East 51st Street, Chicago, Price information not available, 2.9, No ratings 41.8021721, -87.6212402
Pleasant House Pub, OPERATIONAL, 2119 South Halsted Street, Chicago, 2, 4.7, No ratings 41.853647, -87.6463864
El Berrinches Restaurant, OPERATIONAL, 1519 West 18th Street, Chicago, 2, 4, No ratings 41.85762320000001, -87.66456989999999
Falafel Kebab Station, OPERATIONAL, 1133 West Granville Avenue, Chicago, 1, 4.7, No ratings 41.9943761, -87.65971979999999
Tamales Caribay, OPERATIONAL, 840 East Grand Avenue, Chicago, Price information not available, 4.4, No ratings 41.8912157, -87.6007331
Vaca’s Creamery, OPERATIONAL, 1436 West Blackhawk Street, Chicago, 2, 4.8, No ratings 41.9072483, -87.66424169999999
Bluegrass Brunch, OPERATIONAL, 2100 West Belmont Avenue, Chicago, Price information not available, No rating, No ratings 41.9397248, -87.680948
New Grand Chinese Kitchen, OPERATIONAL, 5401 South Wentworth Avenue, Chicago, 1, 3.5, No ratings 41.796064, -87.630218
Boulevard Bistro, OPERATIONAL, 2753 North Western Avenue, Chicago, 2, 4.8, No ratings 41.9318336, -87.687574
Gideon Welles Craft Beer Bar & Kitchen, OPERATIONAL, 4500 North Lincoln Avenue, Chicago, 2, 4.5, No ratings 41.9633317, -87.6852834
Healthy Fare for Kids, CLOSED_TEMPORARILY, 1658 North Milwaukee Avenue, Chicago, Price information not available, No rating, No ratings 41.9115179, -87.67980209999999
Munno Pizzeria & Bistro, OPERATIONAL, 4656 North Clark Street, Chicago, 2, 4.7, No ratings 41.96691440000001, -87.66721690000001
Loon, OPERATIONAL, 5009 North Sheridan Road, Chicago, Price information not available, 5, No ratings 41.97366049999999, -87.6545301
EL RINCON DE FABIO LLC, OPERATIONAL, 1002 West Argyle Street, Chicago, 2, 4.7, No ratings 41.9734077, -87.65521059999999
Avocado Theory (Uptown)(Vegan Only), OPERATIONAL, 804 West Montrose Avenue, Chicago, Price information not available, 5, No ratings 41.9620211, -87.65019509999999
FORBIS pizza, OPERATIONAL, 2509 West 51st Street, Chicago, 1, 4.5, No ratings 41.8009423, -87.68711549999999
A. J. Hudson's Public House, OPERATIONAL, 3801 North Ashland Avenue, Chicago, 2, 4.6, No ratings 41.9507798, -87.6686854
WE LOVE DOGGYS wings & hotdogs, CLOSED_TEMPORARILY, 710 West 43rd Street, Chicago, Price information not available, 4.9, No ratings 41.8165124, -87.64385349999999
F Gluten, CLOSED_TEMPORARILY, 825 North Sedgwick Street, Chicago, 2, 4, No ratings 41.89724579999999, -87.6385525
Max and Issy's Pizzeria, OPERATIONAL, 1028 West Diversey Parkway, Chicago, 2, 4.5, No ratings 41.9327083, -87.65506669999999
Rollapalooza, OPERATIONAL, 3344 North Halsted Street, Chicago, 2, 4.6, No ratings 41.9431889, -87.6494917
Poke Bowl Co, OPERATIONAL, 1550 North Kingsbury Street, Chicago, Price information not available, 4, No ratings 41.9087408, -87.6527413
Ann Sather Restaurant, OPERATIONAL, 909 West Belmont Avenue, Chicago, 1, 4.6, No ratings 41.93976759999999, -87.6520178
Popeyes Louisiana Kitchen, OPERATIONAL, 1251 South Halsted Street, Chicago, 1, 3.7, No ratings 41.8657214, -87.6466197
Chicago Bagel Authority - Armitage, OPERATIONAL, 953 West Armitage Avenue, Chicago, 1, 4.3, No ratings 41.91797209999999, -87.6530116
Jin Thai, OPERATIONAL, 5458 North Broadway, Chicago, 2, 4.5, No ratings 41.9816729, -87.6602834
Casa Madai, OPERATIONAL, 2023 South Racine Avenue, Chicago, Price information not available, 4.9, No ratings 41.8544405, -87.65614959999999
PizzatimeTV, OPERATIONAL, 1530 South State Street, Chicago, Price information not available, No rating, No ratings 41.8607981, -87.6282306
Kerryman Irish Bar & Restaurant, OPERATIONAL, 661 North Clark Street, Chicago, 2, 4.5, No ratings 41.8941684, -87.63097259999999
PieLife, OPERATIONAL, 301 South Columbus Drive, Chicago, Price information not available, 3, No ratings 41.8768102, -87.6186424
Dunkin', OPERATIONAL, 1743 West Lawrence Avenue, Chicago, 1, 3.9, No ratings 41.9686782, -87.6729964
El Chuzo, CLOSED_TEMPORARILY, Lincoln Park Pedestrian Bridge, North Jean Baptiste Pointe du Sable Lake Shore Drive, Chicago, Price information not available, 4.2, No ratings 41.915252, -87.62808969999999
Taco Bell, OPERATIONAL, 57 North Western Avenue, Chicago, 1, 2, No ratings 41.88282739999999, -87.6861045
Urban Vegan Thai Cuisine, OPERATIONAL, 1601-1603 West Montrose Avenue, Chicago, 2, 4.6, No ratings 41.9614212, -87.66947499999999
Pizza Nova - W 18th St, OPERATIONAL, 1842 West 18th Street, Chicago, 1, 3.8, No ratings 41.8578143, -87.6727865
Hopleaf, OPERATIONAL, 5148 North Clark Street, Chicago, 2, 4.7, No ratings 41.975817, -87.6685797
Choppers, OPERATIONAL, 1659 North Ashland Avenue, Chicago, 1, 4.6, No ratings 41.9123128, -87.6674987
Laguardia Management Company, CLOSED_TEMPORARILY, 2257 West North Avenue, Chicago, 2, No rating, No ratings 41.91016329999999, -87.6845971
Jimmy John's, OPERATIONAL, 2336 West Lawrence Avenue, Chicago, 1, 3.3, No ratings 41.9688001, -87.6880348
Sip & Savor | 43rd Street, OPERATIONAL, 528 East 43rd Street, Chicago, 1, 4.8, No ratings 41.8168087, -87.6129349
Mr Taco's Restaurant, OPERATIONAL, 1640 West Chicago Avenue, Chicago, 1, 3.9, No ratings 41.89631159999999, -87.6688464
The Fat Shallot Food Truck, OPERATIONAL, 2300 South Throop Street, Chicago, Price information not available, 4.4, No ratings 41.8506988, -87.6592395
ROOF on theWit, OPERATIONAL, 201 North State Street 27th Floor, Chicago, 3, 4.2, No ratings 41.8860414, -87.62762330000001
La Crosta Woodfire Pizzeria Italiana, OPERATIONAL, 2360 North Lincoln Avenue, Chicago, 2, 4.5, No ratings 41.92485889999999, -87.64828910000001
Hummus Grill Chicago, OPERATIONAL, 744 North Damen Avenue, Chicago, 1, 4.7, No ratings 41.8953507, -87.67720740000001
Duke Of Perth, OPERATIONAL, 2827 North Broadway, Chicago, 2, 4.7, No ratings 41.9336311, -87.6442975
Tufano's Vernon Park Tap, OPERATIONAL, 1073 West Vernon Park Place, Chicago, 2, 4.6, No ratings 41.87289639999999, -87.6540409
George's Hot Dogs, OPERATIONAL, 1876 North Damen Avenue, Chicago, 1, 4.4, No ratings 41.91605200000001, -87.6776995
Chicago's Dog House, OPERATIONAL, 816 West Fullerton Avenue, Chicago, 1, 4.5, No ratings 41.9255674, -87.64953930000001
Village Tap, OPERATIONAL, 2055 West Roscoe Street, Chicago, 1, 4.5, No ratings 41.943072, -87.6805961
Frida Room Pilsen, OPERATIONAL, 1454 West 18th Street, Chicago, 1, 4.5, No ratings 41.8580596, -87.6634559
Feld, OPERATIONAL, 2018 West Chicago Avenue, Chicago, Price information not available, 4.5, No ratings 41.8961134, -87.677857
Jimmy John's, OPERATIONAL, 201 West Madison Street, Chicago, 1, 3.3, No ratings 41.8817987, -87.63468619999999
Taqueria El Asadero, OPERATIONAL, 2213 West Montrose Avenue, Chicago, 1, 4.5, No ratings 41.9612716, -87.68433390000001
Chicago Wingz Around The World, OPERATIONAL, 108 East 47th Street, Chicago, 1, 4.2, No ratings 41.8094597, -87.6223192
Fung's Chop Suey, OPERATIONAL, 1400 East 47th Street Ste I, Chicago, 1, 3.5, No ratings 41.8099628, -87.5919679
Buena Vista Restaurant, OPERATIONAL, 3147 North Broadway, Chicago, 1, 4.6, No ratings 41.9389445, -87.64414889999999
The Green Door Tavern, OPERATIONAL, 678 North Orleans Street, Chicago, 2, 4.5, No ratings 41.89462820000001, -87.6374062
Good Times Restaurant & Brewery, OPERATIONAL, 3827 North Broadway, Chicago, 2, 4.4, No ratings 41.9520999, -87.6494469
Las Mañanitas Restaurant, OPERATIONAL, 3523 North Halsted Street, Chicago, 2, 4.2, No ratings 41.9462702, -87.64932069999999
Nicky's Gyros, OPERATIONAL, 4240 South Wentworth Avenue, Chicago, 1, 3.6, No ratings 41.8170089, -87.63130319999999
Roost Chicken & Biscuits, OPERATIONAL, 494 North Milwaukee Avenue, Chicago, 1, 4.3, No ratings 41.890923, -87.6474573
Joy Yee Plus, OPERATIONAL, 2159 South China Place, Chicago, 2, 4.3, No ratings 41.8537385, -87.6346921
McDonald's, OPERATIONAL, 1737 West Fullerton Avenue, Chicago, 1, 3.8, No ratings 41.9247616, -87.6719262
Austin Grill Express, OPERATIONAL, 828 South Wolcott Avenue, Chicago, Price information not available, 5, No ratings 41.8706983, -87.6742689
Subway, OPERATIONAL, 2512 West North Avenue, Chicago, 1, 3.4, No ratings 41.9106854, -87.6901319
Del Seoul, OPERATIONAL, 2568 North Clark Street, Chicago, 1, 4.7, No ratings 41.92944199999999, -87.64301499999999
Gourmet Soul Food & Delightful Desserts, OPERATIONAL, 1723 West Devon Avenue Suite 60961, Chicago, Price information not available, 4.9, No ratings 41.9976801, -87.6729899
Starbucks, OPERATIONAL, 1174 East 55th Street, Chicago, 2, 4, No ratings 41.79518699999999, -87.596741
Billy Goat Tavern (near United Center), OPERATIONAL, 1535 West Madison Street, Chicago, 1, 4.2, No ratings 41.8812273, -87.6658873
The Halal Burger (Inside Seven Restaurant), OPERATIONAL, Seven Bar and Restaurant, 400 East Randolph Street, Chicago, 1, 3.1, No ratings 41.885003, -87.61686379999999
Birrieria y taqueria el arandas, OPERATIONAL, 2539 South Damen Avenue, Chicago, Price information not available, 2.7, No ratings 41.8455517, -87.67529789999999
Halal Pita Grill, OPERATIONAL, 1234 North Halsted Street unit D, Chicago, 2, 3.9, No ratings 41.9044507, -87.6484356
Adda Indian Cuisine, OPERATIONAL, 1400 West Taylor Street, Chicago, 2, 4.3, No ratings 41.8696132, -87.6618663
Joe's Grill, OPERATIONAL, 1159 West 51st Street, Chicago, 1, 4.5, No ratings 41.8012398, -87.65494029999999
Fruitful Delight Smoothie, Juice & Bubble Tea Cafe, OPERATIONAL, 2 East Cermak Road, Chicago, 2, 4.2, No ratings 41.8530773, -87.62674539999999
ACX Harper Theater- Hyde Park, OPERATIONAL, 5238 South Harper Avenue, Chicago, Price information not available, 4.2, No ratings 41.79987169999999, -87.5892241
Barbacoa Carnitas Birria, OPERATIONAL, 4159 South Campbell Avenue, Chicago, Price information not available, 1.6, No ratings 41.81760939999999, -87.68684209999999
Opart Thai House, OPERATIONAL, 4658 North Western Avenue #2043, Chicago, 2, 4.2, No ratings 41.9664759, -87.6891251
Wingstop, OPERATIONAL, 2042 West 47th Street, Chicago, 2, 3.3, No ratings 41.8088501, -87.6763028
My Buddy's, OPERATIONAL, 4416 North Clark Street, Chicago, 2, 4.7, No ratings 41.9622188, -87.6662511
BAR22, OPERATIONAL, 2244 South Michigan Avenue, Chicago, 2, 4.1, No ratings 41.8516526, -87.623942
bb.q Chicken Edgewater Beach, OPERATIONAL, 1103 West Bryn Mawr Avenue, Chicago, 1, 4.3, No ratings 41.9835543, -87.6582335
Sushi Mura, OPERATIONAL, 3647 North Southport Avenue, Chicago, 2, 4.4, No ratings 41.94849170000001, -87.6638861
Liberation Kitchen, OPERATIONAL, 2054 West Grand Avenue, Chicago, 2, 4.6, No ratings 41.890979, -87.679076
AJI, OPERATIONAL, 3809 North Broadway, Chicago, Price information not available, 4.9, No ratings 41.95154599999999, -87.6494146
Ja' Grill Hyde Park, OPERATIONAL, 1510 East Harper Court, Chicago, 2, 4.1, No ratings 41.80049289999999, -87.58862429999999
Piccolo Sogno, OPERATIONAL, 464 North Halsted Street, Chicago, 3, 4.5, No ratings 41.89086760000001, -87.6478939
Osaka Sushi & Fresh Fruit Smoothies, OPERATIONAL, 400 South Michigan Avenue, Chicago, 1, 4.5, No ratings 41.8768501, -87.6245734
Via Carducci La Sorella, OPERATIONAL, 1928 West Division Street, Chicago, 2, 4.5, No ratings 41.90335390000001, -87.6759751
Domino's Pizza, OPERATIONAL, 1415 Irving Park Road Unit C UNIT C, Chicago, 1, 3.5, No ratings 41.953959, -87.66500959999999
New China, OPERATIONAL, 2438 West Division Street, Chicago, 1, 3.8, No ratings 41.9032466, -87.68862519999999
Oliang, OPERATIONAL, 2428 North Ashland Avenue, Chicago, 2, 4.8, No ratings 41.92603159999999, -87.6685351
Lalo's on Maxwell, OPERATIONAL, 733 West Maxwell Street, Chicago, 2, 3.9, No ratings 41.8645674, -87.64644299999999
Hubbard Inn, OPERATIONAL, 110 West Hubbard Street, Chicago, 2, 4, No ratings 41.8901573, -87.6316291
Fin Sushi Bar, OPERATIONAL, 1742 West Wilson Avenue, Chicago, 2, 4.5, No ratings 41.9653221, -87.6726747
Sip & Savor | Edgewater, OPERATIONAL, 1070 West Bryn Mawr Avenue, Chicago, 1, 4.2, No ratings 41.9838331, -87.6578571
Chicago's Pizza, OPERATIONAL, 3114 North Lincoln Avenue, Chicago, 2, 4.5, No ratings 41.9382501, -87.66685059999999
Vienna Beef Factory Store, OPERATIONAL, 3847 South Morgan Street, Chicago, 1, 4.5, No ratings 41.824313, -87.65055079999999
Miku Sushi, OPERATIONAL, 4514 North Lincoln Avenue, Chicago, 2, 4.4, No ratings 41.9635439, -87.6854695
Cocina Martha Enchiladas y Tacos, OPERATIONAL, 1831 West 21st Street, Chicago, Price information not available, No rating, No ratings 41.85388409999999, -87.6722714
Wingstop, OPERATIONAL, 5300 South Dorchester Avenue, Chicago, 2, 4.5, No ratings 41.7992756, -87.59193979999999
